,lat,lng,name,osm_accuracy,population,district,subject,density,ivl_per_100k,ivl_number,ekmo_per_100k,ekmo_number,life_quality_place_rating,ecology,cleanness,public_services,neighbourhood,children_places,sport_and_outdoor,shops_and_malls,public_transport,security,life_costs
252,59.37441389999999,28.2192542,Ивангород,0.620687137820104,9797,Северо-Западный,Ленинградская область,"21,62",,,,,,,,,,,,,,,
253,56.998445200000006,40.9737394,Иваново,0.639815154863199,409277,Центральный,Ивановская область,"42,45","17,9",178,н. д.,,143.0,140.0,199.0,164.0,150.0,79.0,177.0,176.0,70.0,170.0,54.0
254,60.6973287,60.4172583,Ивдель,0.607390775069782,17764,Уральский,Свердловская область,"22,2",35,1510,"0,05",2.0,,,,,,,,,,,
255,67.46721600000001,86.56975600000001,Игарка,0.41,6183,Сибирский,Красноярский край,"1,23","24,6",706,"0,03",1.0,,,,,,,,,,,
256,56.86655699999999,53.2094166,Ижевск,0.6525020460394421,628117,Приволжский,Удмуртия,"35,94","20,2",303,н. д.,,55.0,82.0,95.0,72.0,119.0,74.0,61.0,122.0,38.0,97.0,22.0
257,42.5710804,47.862999,Избербаш,0.5995943874298381,56301,Северо-Кавказский,Дагестан,"60,91",,,,,,,,,,,,,,,
258,45.3740796,41.712115399999995,Изобильный,0.588112029465683,40546,Северо-Кавказский,Ставропольский край,"42,12",,,,,,,,,,,,,,,
259,56.23806,96.06694,Иланский,0.5976164698837939,16108,Сибирский,Красноярский край,"1,23","24,6",706,"0,03",1.0,,,,,,,,,,,
260,53.8579402,46.3573236,Инза,0.5853088486815661,18547,Приволжский,Ульяновская область,"33,42",,,,,,,,,,,,,,,
261,53.867741,44.371407,Инсар,0.585391521261866,8687,Приволжский,Мордовия,"30,73",н. д.,"0,13",1,,,,,,,,,,,,
262,66.039749,60.13158000000001,Инта,0.5955028894050101,32021,Северо-Западный,Коми,"2,02",н. д.,"0,12",1,,,,,,,,,,,,
263,45.719722999999995,42.916286,Ипатово,0.589698770980334,26055,Северо-Кавказский,Ставропольский край,"42,12",,,,,,,,,,,,,,,
264,57.67404200000001,63.063778000000006,Ирбит,0.6118328306230639,38352,Уральский,Свердловская область,"22,2",35,1510,"0,05",2.0,,,,,,,,,,,
265,52.289597,104.280586,Иркутск,0.696101302794776,6751,Сибирский,Иркутская область,"3,13","26,5",633,н. д.,,83.0,138.0,126.0,60.0,140.0,26.0,106.0,174.0,55.0,169.0,34.0
266,54.904892000000004,71.259987,Исилькуль,0.594892197524519,25905,Сибирский,Омская область,"14,03","18,7",361,н. д.,,,,,,,,,,,,
267,54.61506035,83.29727586648599,Искитим,0.5897909125190649,60072,Сибирский,Новосибирская область,"15,65","20,4",570,"0,18",5.0,,,,,,,,,,,
268,56.110912,69.473366,Ишим,0.606984724852259,66259,Уральский,Тюменская область,"9,26",,,,,56.0,32.0,94.0,182.0,2.0,196.0,190.0,180.0,15.0,21.0,165.0
269,53.454655,56.043994999999995,Ишимбай,0.612899469290669,66259,Приволжский,Башкортостан,"28,3","25,5",1031,н. д.,,92.0,107.0,55.0,75.0,11.0,116.0,109.0,104.0,236.0,64.0,195.0
270,56.6328248,47.897246200000005,Йошкар-Ола,0.69612517825114,248688,Приволжский,Марий Эл,"29,41","20,9",124,0,0.0,87.0,54.0,110.0,113.0,206.0,119.0,70.0,121.0,135.0,88.0,85.0
271,55.7823547,49.1242266,Казань,0.7495911075609809,1216965,Приволжский,Татарстан,"57,27","28,2",1100,н. д.,,42.0,122.0,66.0,37.0,122.0,31.0,33.0,69.0,36.0,66.0,20.0
272,50.425951899999994,41.0161721,Калач,0.591694829650187,26892,Центральный,Воронежская область,"44,54",15,348,н. д.,,,,,,,,,,,,
273,48.692699,43.524063,Калач-на-Дону,0.7936976813015129,26892,Южный,Волгоградская область,"22,14",,,,,,,,,,,,,,,
274,55.049091000000004,74.58242800000001,Калачинск,0.595805981066283,24000,Сибирский,Омская область,"14,03","18,7",361,н. д.,,,,,,,,,,,,
275,54.710128000000005,20.510583800000003,Калининград,0.721532705657472,6399,Северо-Западный,Калининградская область,"65,87","18,8",190,"0,2",2.0,32.0,48.0,45.0,62.0,106.0,30.0,38.0,36.0,43.0,49.0,16.0
276,51.499947,44.484581,Калининск,0.588191028492999,16442,Приволжский,Саратовская область,"24,58","22,1",536,н. д.,,,,,,,,,,,,
277,54.5101087,36.2598115,Калуга,0.670563076626748,325185,Центральный,Калужская область,"33,85","4,8",48,"0,1",1.0,86.0,72.0,104.0,106.0,230.0,83.0,132.0,116.0,59.0,128.0,29.0
278,57.2400206,37.8404883,Калязин,0.60367721561998,13870,Центральный,Тверская область,"15,27","9,4",118,0,0.0,,,,,,,,,,,
279,56.2652515,54.194561300000004,Камбарка,0.5885060158875,11028,Приволжский,Удмуртия,"35,94","20,2",303,н. д.,,,,,,,,,,,,
280,53.1850012,44.0529066,Каменка,0.5862665300937171,39579,Приволжский,Пензенская область,"30,83","30,7",400,"0,08",1.0,,,,,,,,,,,
281,60.95261020000001,29.1303401,Каменногорск,0.609530938206308,6761,Северо-Западный,Ленинградская область,"21,62",,,,,,,,,,,,,,,
282,56.415451000000004,61.917797,Каменск-Уральский,0.7084572170274491,174710,Уральский,Свердловская область,"22,2",35,1510,"0,05",2.0,167.0,215.0,146.0,102.0,71.0,49.0,174.0,41.0,229.0,186.0,74.0
283,48.3210807,40.2650679,Каменск-Шахтинский,0.6971010124327429,95306,Южный,Ростовская область,"41,87","15,3",643,"0,05",2.0,190.0,127.0,158.0,178.0,24.0,212.0,196.0,109.0,228.0,137.0,236.0
284,53.793676100000006,81.3516358,Камень-на-Оби,0.7906568543982441,41787,Сибирский,Алтайский край,"13,9","34,6",802,"0,04",1.0,,,,,,,,,,,
285,56.34625749999999,40.997098,Камешково,0.590337454409521,13113,Центральный,Владимирская область,"47,53","31,4",426,"0,07",1.0,,,,,,,,,,,
286,50.06525345,45.384491159226506,Камышин,0.6043107604521011,119924,Южный,Волгоградская область,"22,14",,,,,166.0,131.0,116.0,141.0,92.0,168.0,209.0,75.0,195.0,81.0,244.0
287,56.8380653,62.7315204168864,Камышлов,0.598099751884054,26875,Уральский,Свердловская область,"22,2",35,1510,"0,05",2.0,,,,,,,,,,,
288,55.5148161,47.498630718890105,Канаш,0.582190070558131,45608,Приволжский,Чувашия,"67,27","34,7",422,"0,08",1.0,,,,,,,,,,,
289,67.151442,32.4130551,Кандалакша,0.5566110515128969,35659,Северо-Западный,Мурманская область,"5,2","30,5",226,"0,27",2.0,,,,,,,,,,,
290,56.205996999999996,95.706787,Канск,0.6118507600484631,94230,Сибирский,Красноярский край,"1,23","24,6",706,"0,03",1.0,239.0,186.0,236.0,233.0,224.0,243.0,238.0,226.0,165.0,230.0,235.0
291,55.485808999999996,60.209541,Карабаш,0.599550629955958,13151,Уральский,Челябинская область,"39,74","24,5",849,"0,06",2.0,,,,,,,,,,,
292,53.734469999999995,78.032372,Карасук,0.5969123515269411,28929,Сибирский,Новосибирская область,"15,65","20,4",570,"0,18",5.0,,,,,,,,,,,
293,53.124191,34.996758,Карачев,0.599155408370537,19715,Центральный,Брянская область,"34,7",н. д.,"0,08",1,,,,,,,,,,,,
294,55.1929899,80.2828252,Каргат,0.595033664455886,10620,Сибирский,Новосибирская область,"15,65","20,4",570,"0,18",5.0,,,,,,,,,,,
295,59.76678929999999,60.0009267,Карпинск,0.6061448471197829,29118,Уральский,Свердловская область,"22,2",35,1510,"0,05",2.0,,,,,,,,,,,
296,53.053261,60.639171999999995,Карталы,0.600376755614508,29136,Уральский,Челябинская область,"39,74","24,5",849,"0,06",2.0,,,,,,,,,,,
297,54.939693000000005,41.395179999999996,Касимов,0.604510785434716,33494,Центральный,Рязанская область,"28,32","27,1",300,н. д.,,,,,,,,,,,,
298,55.8904193,60.75385179999999,Касли,0.601912313504127,16998,Уральский,Челябинская область,"39,74","24,5",849,"0,06",2.0,,,,,,,,,,,
299,54.753479000000006,58.205783999999994,Катав-Ивановск,0.5,17640,Уральский,Челябинская область,"39,74","24,5",849,"0,06",2.0,,,,,,,,,,,
300,56.290913,62.57908199999999,Катайск,0.594418282083929,14017,Уральский,Курганская область,"11,91",,,,,,,,,,,,,,,
301,58.6981697,59.48101139999999,Качканар,0.604913349892532,42563,Уральский,Свердловская область,"22,2",35,1510,"0,05",2.0,,,,,,,,,,,
302,57.361755,37.611453999999995,Кашин,0.601933373610046,16174,Центральный,Тверская область,"15,27","9,4",118,0,0.0,,,,,,,,,,,
303,54.837449,38.1505119,Кашира,0.618666222364524,41880,Центральный,Московская область,"169,08",н. д.,"0,01",1,,,,,,,,,,,,
304,55.355125,86.087234,Кемерово,0.6377068687383871,532884,Сибирский,Кемеровская область,"28,22","27,3",726,"0,08",2.0,67.0,147.0,62.0,46.0,134.0,51.0,98.0,171.0,40.0,150.0,26.0
305,64.9458,34.6001,Кемь,0.599287430697433,13061,Северо-Западный,Карелия,"3,61","32,5",200,"0,16",1.0,,,,,,,,,,,
306,45.3534002,36.4538645,Керчь,0.65283484516476,147033,Южный,Крым,"73,38","34,3",656,н. д.,,,,,,,,,,,,
307,51.7190995,94.4300627,Кизел,0.519742426977768,20277,Приволжский,Пермский край,"16,33",20,520,"0,04",1.0,,,,,,,,,,,
308,43.1999049,46.8713343,Кизилюрт,0.601042593901044,36187,Северо-Кавказский,Дагестан,"60,91",,,,,,,,,,,,,,,
309,43.8546727,46.713932899999996,Кизляр,0.6133035024279491,49169,Северо-Кавказский,Дагестан,"60,91",,,,,,,,,,,,,,,
310,56.85631779999999,37.3563155038629,Кимры,0.5947526395032379,49623,Центральный,Тверская область,"15,27","9,4",118,0,0.0,,,,,,,,,,,
