;source;target;pass_day;transport;source_lat;source_lng;target_lat;target_lng;target_population;source_population;source_coords;target_coords;source_country;source_county;source_region;target_country;target_county;target_region
13428;Орехово-Зуево;Вязники;1.5333333333333334;train;55.8083278;38.9790038;56.24514;42.137577;41252.0;120620.0;(38.9790038, 55.8083278);(42.137577, 56.24514);Russia;Orekhovo-Zuevo;Moscow Oblast;Russia;;Vladimir
13429;Курганинск;Тюмень;1.2333333333333334;train;44.8846971;40.5891773;57.153534;65.542274;581758.0;47974.0;(40.5891773, 44.8846971);(65.542274, 57.153534);Russia;;Krasnodar;Russia;Tjumen';Tyumen
13430;Тула;Челябинск;1.6;train;54.1942;37.6165;55.1598408;61.4025547;31916.0;501129.0;(37.6165, 54.1942);(61.4025547, 55.1598408);Russia;Tula;Tula;Russia;Chelyabinsk;Chelyabinsk
13431;Сарапул;Минеральные Воды;2.1333333333333333;train;56.477334;53.8192957;44.2107377;43.134969;76715.0;101390.0;(53.8192957, 56.477334);(43.134969, 44.2107377);Russia;Sarapul;Udmurt;Russia;;Stavropol
13432;Дзержинск;Ковров;1.2666666666666666;train;56.2382157;43.4617405;56.3553861;41.31699298;145492.0;47125.0;(43.4617405, 56.2382157);(41.31699298, 56.3553861);Russia;Volodarskiy;Nizhny Novgorod;Russia;Kovrov;Vladimir
13433;Ангарск;Юрга;1.7666666666666666;train;52.5311117;103.8826109;55.7136;84.934799;81536.0;233765.0;(103.8826109, 52.5311117);(84.934799, 55.7136);Russia;Angarskiy;Irkutsk;Russia;;Kemerovo
13434;Малая Вишера;Астрахань;1.7666666666666666;train;58.844215;32.218636;46.3652486;48.05521686;520662.0;12461.0;(32.218636, 58.844215);(48.05521686, 46.3652486);Russia;;Novgorod;Russia;Privolzhskiy;Astrakhan
13435;Староминская;Брянск;1.6;train;46.5359488;39.0625056;53.2423778;34.3668288;415640.0;42500.0;(39.0625056, 46.5359488);(34.3668288, 53.2423778);Russia;;Krasnodar;Russia;Bryansk;Bryansk
13436;Сочи;Новотроицк;2.066666666666667;train;43.5854823;39.723109;51.196369;58.298527;97914.0;343285.0;(39.723109, 43.5854823);(58.298527, 51.196369);Russia;Sochi;Krasnodar;Russia;;Orenburg
13437;Хадыженск;Туапсе;1.1333333333333333;train;44.4231032;39.5369484;44.0984747;39.0718875;63233.0;21580.0;(39.5369484, 44.4231032);(39.0718875, 44.0984747);Russia;Apsheronskiy;Krasnodar;Russia;Tuapsinskiy;Krasnodar
13438;Пятигорск;Туапсе;1.4;train;44.039775;43.0706669;44.0984747;39.0718875;63233.0;142397.0;(43.0706669, 44.039775);(39.0718875, 44.0984747);Russia;;Stavropol;Russia;Tuapsinskiy;Krasnodar
13439;Каменск-Уральский;Саратов;2.2333333333333334;train;56.415451;61.917797;51.530018;46.034683;12846.0;174710.0;(61.917797, 56.415451);(46.034683, 51.530018);Russia;Kamensk-Ural'skiy;Sverdlovsk;Russia;Saratovskiy;Saratov
13440;Тихорецк;Саранск;1.0666666666666669;train;45.854679;40.128124;54.18671;45.18383;318841.0;61825.0;(40.128124, 45.854679);(45.18383, 54.18671);Russia;;Krasnodar;Russia;Saransk;Mordovia
13441;Ульяновск;Армавир;1.5666666666666669;train;54.1463177;47.2324921;44.9993585;41.1294061;188897.0;17149.0;(47.2324921, 54.1463177);(41.1294061, 44.9993585);;;;Russia;Armavir;Krasnodar
13442;Новгород Великий;Сегежа;1.2666666666666666;train;58.52672495;31.25119553;63.4086094;33.9933369;29660.0;222868.0;(31.25119553, 58.52672495);(33.9933369, 63.4086094);Russia;Velikiy Novgorod;Novgorod;Russia;Segezhsky District;Karelia
13443;Староминская;Крымск;1.4666666666666666;train;46.5359488;39.0625056;44.9295889;37.9880177;57370.0;42500.0;(39.0625056, 46.5359488);(37.9880177, 44.9295889);Russia;;Krasnodar;Russia;Krymskiy;Krasnodar
13444;Бологое;Орёл;1.0;train;57.885204;34.049603;52.9685433;36.0692477;317854.0;23499.0;(34.049603, 57.885204);(36.0692477, 52.9685433);Russia;Bologovsky District;Tver;Russia;Orel;Oryol
13445;Владикавказ;Георгиевск;1.9;train;43.024593;44.68211;44.1478944;43.4741718;72126.0;311635.0;(44.68211, 43.024593);(43.4741718, 44.1478944);Russia;Vladikavkaz;North Ossetia-Alania;Russia;;Stavropol
13446;Липецк;Моздок;2.033333333333333;train;52.6041877;39.5936899;43.735584;44.653614;38748.0;46798.0;(39.5936899, 52.6041877);(44.653614, 43.735584);Russia;;Lipetsk;Russia;;North Ossetia-Alania
13447;Старый Оскол;Уфа;1.0;train;51.298038;37.833202;54.726288;55.947727;1062300.0;221163.0;(37.833202, 51.298038);(55.947727, 54.726288);Russia;;Belgorod;Russia;Ufa;Bashkortostan
13448;Кострома;Ярославль;1.4666666666666666;train;57.7679158;40.9269141;57.64955255;39.87485827;591486.0;268617.0;(40.9269141, 57.7679158);(39.87485827, 57.64955255);Russia;;Kostroma;Russia;Yaroslavskiy;Yaroslavl
13449;Томск;Курган;1.4;train;58.6124279;82.0475315;55.51707765;65.4590658;47974.0;25614.0;(82.0475315, 58.6124279);(65.4590658, 55.51707765);;;;Russia;Ketovskiy;Kurgan
13450;Дальнереченск;Свободный;1.3;train;45.9337195;133.7349056;51.377354;128.13475;58594.0;27601.0;(133.7349056, 45.9337195);(128.13475, 51.377354);Russia;Dal'nerechenskiy;Primorsky;Russia;;Amur
13451;Северобайкальск;Абдулино;0.9333333333333332;train;55.635967;109.335648;53.6828;53.655701;20663.0;23673.0;(109.335648, 55.635967);(53.655701, 53.6828);Russia;Severobajkal'sk;Buryat;Russia;;Orenburg
13452;Отрадный;Ростов-на-Дону;2.2;train;53.376175;51.348053;47.2213858;39.7114196;1091544.0;47709.0;(51.348053, 53.376175);(39.7114196, 47.2213858);Russia;Kinel'-Cherkasskiy;Samara;Russia;Rostov-na-Donu;Rostov
13453;Грязи;Ахтубинск;1.3;train;52.49612;39.955162;48.2877616;46.1744879;41898.0;46798.0;(39.955162, 52.49612);(46.1744879, 48.2877616);Russia;;Lipetsk;Russia;Akhtubinskiy;Astrakhan
13454;Невинномысск;Каменск-Шахтинский;1.5666666666666669;train;44.6245814;41.9475941;48.3210807;40.2650679;95306.0;118351.0;(41.9475941, 44.6245814);(40.2650679, 48.3210807);Russia;;Stavropol;Russia;Kamensk-Shakhtinskiy;Rostov
13455;Туапсе;Курганинск;1.9;train;44.0984747;39.0718875;44.8846971;40.5891773;47974.0;63233.0;(39.0718875, 44.0984747);(40.5891773, 44.8846971);Russia;Tuapsinskiy;Krasnodar;Russia;;Krasnodar
13456;Ачинск;Северобайкальск;2.2666666666666666;train;56.2694846;90.4953964;55.635967;109.335648;23673.0;109156.0;(90.4953964, 56.2694846);(109.335648, 55.635967);Russia;Achinsk;Krasnoyarsk;Russia;Severobajkal'sk;Buryat
13457;Омск;Искитим;1.1;train;54.991375;73.371529;54.61506035;83.29727587;60072.0;25905.0;(73.371529, 54.991375);(83.29727587, 54.61506035);Russia;Omsk;Omsk;Russia;Iskitimskiy;Novosibirsk
13458;Юрга;Тулун;0.9666666666666668;train;55.7136;84.934799;54.562096;100.579216;44603.0;81536.0;(84.934799, 55.7136);(100.579216, 54.562096);Russia;;Kemerovo;Russia;Tulun;Irkutsk
13459;Туймазы;Саранск;2.066666666666667;train;54.606537;53.6974004;54.18671;45.18383;318841.0;66849.0;(53.6974004, 54.606537);(45.18383, 54.18671);Russia;;Bashkortostan;Russia;Saransk;Mordovia
13460;Грязи;Сызрань;1.9666666666666663;train;52.49612;39.955162;53.09579215;48.39405728;178773.0;46798.0;(39.955162, 52.49612);(48.39405728, 53.09579215);Russia;;Lipetsk;Russia;Syzran';Samara
13461;Санкт-Петербург;Красный Сулин;1.6333333333333333;train;59.929689;30.361791;47.891552;40.071899;40866.0;4848742.0;(30.361791, 59.929689);(40.071899, 47.891552);Russia;;Saint Petersburg;Russia;;Rostov
13462;Сергач;Новокузнецк;2.2;train;55.529616;45.4754305;53.757607;87.136101;547885.0;21387.0;(45.4754305, 55.529616);(87.136101, 53.757607);Russia;Sergachskiy;Nizhny Novgorod;Russia;;Kemerovo
13463;Москва;Слюдянка;1.3333333333333333;train;55.4792046;37.3273304;55.5135771;109.2047775;18542.0;11514330.0;(37.3273304, 55.4792046);(109.2047775, 55.5135771);Russia;Podolsky;Moscow City;Russia;Severobaykal'sk;Buryat
13464;Балашов;Мичуринск;0.9666666666666668;train;51.537084;43.1717621;52.8946613;40.5071721;98758.0;82222.0;(43.1717621, 51.537084);(40.5071721, 52.8946613);Russia;;Saratov;Russia;;Tambov
13465;Бугуруслан;Красноярск;1.6;train;53.6208;52.417;56.0090968;92.8725147;2180.0;52249.0;(52.417, 53.6208);(92.8725147, 56.0090968);Russia;Buguruslan;Orenburg;Russia;Krasnojarsk;Krasnoyarsk
13466;Миасс;Белгород;1.5666666666666669;train;55.065304;60.108337;50.5955595;36.5873394;39026.0;151812.0;(60.108337, 55.065304);(36.5873394, 50.5955595);Russia;Miass;Chelyabinsk;Russia;;Belgorod
13467;Новокузнецк;Казань;1.4666666666666666;train;53.757607;87.136101;55.7823547;49.1242266;1216965.0;547885.0;(87.136101, 53.757607);(49.1242266, 55.7823547);Russia;;Kemerovo;Russia;Kazan';Tatarstan
13468;Топки;Уфа;2.3;train;55.2751962;85.6228741;54.726288;55.947727;1062300.0;28642.0;(85.6228741, 55.2751962);(55.947727, 54.726288);Russia;;Kemerovo;Russia;Ufa;Bashkortostan
13469;Почеп;Ростов-на-Дону;2.3;train;52.92878;33.454536;47.2213858;39.7114196;1091544.0;17933.0;(33.454536, 52.92878);(39.7114196, 47.2213858);Russia;Pochepskiy;Bryansk;Russia;Rostov-na-Donu;Rostov
13470;Ростов-на-Дону;Инта;1.0;train;47.2213858;39.7114196;66.039749;60.13158;32021.0;1091544.0;(39.7114196, 47.2213858);(60.13158, 66.039749);Russia;Rostov-na-Donu;Rostov;Russia;Inta;Komi
13471;Дзержинск;Тверь;1.4666666666666666;train;56.2382157;43.4617405;56.858675;35.9208284;403726.0;47125.0;(43.4617405, 56.2382157);(35.9208284, 56.858675);Russia;Volodarskiy;Nizhny Novgorod;Russia;Tver';Tver
13472;Кисловодск;Тверь;1.1666666666666667;train;43.9128743;42.7192186;56.858675;35.9208284;403726.0;128502.0;(42.7192186, 43.9128743);(35.9208284, 56.858675);Russia;Kislovodsk;Stavropol;Russia;Tver';Tver
13473;Юрга;Петровск-Забайкальский;1.9333333333333331;train;55.7136;84.934799;51.275215;108.854485;18555.0;81536.0;(84.934799, 55.7136);(108.854485, 51.275215);Russia;;Kemerovo;Russia;Petrovsk-Zabajkal'skiy;Zabaykalsky
13474;Слюдянка;Новокузнецк;1.9333333333333331;train;55.5135771;109.2047775;53.757607;87.136101;547885.0;18542.0;(109.2047775, 55.5135771);(87.136101, 53.757607);Russia;Severobaykal'sk;Buryat;Russia;;Kemerovo
13475;Лазаревское;Тихорецк;2.3;train;43.9102991;39.3317538;45.854679;40.128124;61825.0;92662.0;(39.3317538, 43.9102991);(40.128124, 45.854679);Russia;Sochi;Krasnodar;Russia;;Krasnodar
13476;Самара;Сердобск;1.9;train;53.198627;50.113987;52.461506;44.213924;35393.0;1164900.0;(50.113987, 53.198627);(44.213924, 52.461506);Russia;Samara;Samara;Russia;;Penza
13477;Кинель;Ростов-на-Дону;1.1333333333333333;train;53.219738;50.633228;47.2213858;39.7114196;1091544.0;34472.0;(50.633228, 53.219738);(39.7114196, 47.2213858);Russia;Kinel';Samara;Russia;Rostov-na-Donu;Rostov
13478;Челябинск;Миасс;1.2333333333333334;train;55.1598408;61.4025547;55.065304;60.108337;151812.0;31916.0;(61.4025547, 55.1598408);(60.108337, 55.065304);Russia;Chelyabinsk;Chelyabinsk;Russia;Miass;Chelyabinsk
13479;Кропоткин;Хоста;2.3;train;45.4344413;40.5750274;43.5236362;39.8744074;78533.0;80743.0;(40.5750274, 45.4344413);(39.8744074, 43.5236362);Russia;;Krasnodar;Russia;Sochi;Krasnodar
13480;Тула;Бологое;2.333333333333333;train;54.1942;37.6165;57.885204;34.049603;23499.0;501129.0;(37.6165, 54.1942);(34.049603, 57.885204);Russia;Tula;Tula;Russia;Bologovsky District;Tver
13481;Котельнич;Ростов-на-Дону;1.2333333333333334;train;58.3053524;48.3372596;47.2213858;39.7114196;1091544.0;24979.0;(48.3372596, 58.3053524);(39.7114196, 47.2213858);Russia;Kotel'nich;Kirov;Russia;Rostov-na-Donu;Rostov
13482;Рязань;Новотроицк;1.7333333333333334;train;54.6295687;39.7425039;51.196369;58.298527;97914.0;525062.0;(39.7425039, 54.6295687);(58.298527, 51.196369);Russia;Ryazan';Ryazan;Russia;;Orenburg
13483;Поворино;Липецк;1.0;train;51.199276;42.24094;52.6041877;39.5936899;46798.0;17692.0;(42.24094, 51.199276);(39.5936899, 52.6041877);Russia;;Voronezh;Russia;;Lipetsk
13484;Анжеро-Судженск;Екатеринбург;2.2;train;56.077808;86.019356;56.839104;60.60825;1377738.0;76669.0;(86.019356, 56.077808);(60.60825, 56.839104);Russia;;Kemerovo;Russia;Ekaterinburg;Sverdlovsk
13485;Екатеринбург;Верхняя Тура;2.1333333333333333;train;56.839104;60.60825;58.3605;59.81823;9468.0;1377738.0;(60.60825, 56.839104);(59.81823, 58.3605);Russia;Ekaterinburg;Sverdlovsk;Russia;;Sverdlovsk
13486;Чернушка;Челябинск;1.7;train;56.500682;56.0762788;55.1598408;61.4025547;31916.0;33275.0;(56.0762788, 56.500682);(61.4025547, 55.1598408);Russia;;Perm;Russia;Chelyabinsk;Chelyabinsk
13487;Уссурийск;Ванино;1.7666666666666666;train;43.7972447;131.9520752;49.090481;140.260864;15314.0;157946.0;(131.9520752, 43.7972447);(140.260864, 49.090481);Russia;;Primorsky;Russia;Vaninskiy;Khabarovsk
13488;Сызрань;Красноармейск;2.1333333333333333;train;53.09579215;48.39405728;56.1210895;38.1457655;26294.0;178773.0;(48.39405728, 53.09579215);(38.1457655, 56.1210895);Russia;Syzran';Samara;Russia;Krasnoarmejsk;Moscow Oblast
13489;Ульяновск;Димитровград;2.1333333333333333;train;54.1463177;47.2324921;54.2188995;49.6038982;122549.0;17149.0;(47.2324921, 54.1463177);(49.6038982, 54.2188995);;;;Russia;;Ulyanovsk
13490;Белорецк;Котельниково;1.0666666666666669;train;53.9680705;58.4099549;47.6332274;43.14109;20441.0;68804.0;(58.4099549, 53.9680705);(43.14109, 47.6332274);Russia;;Bashkortostan;Russia;Kotel'nikovskiy;Volgograd
13491;Борисоглебск;Волгоград;1.1333333333333333;train;51.368015;42.075169;48.64820995;44.3857638;1021244.0;65585.0;(42.075169, 51.368015);(44.3857638, 48.64820995);Russia;;Voronezh;Russia;Volgograd;Volgograd
13492;Камбарка;Казань;2.2333333333333334;train;56.2652515;54.1945613;55.7823547;49.1242266;1216965.0;11028.0;(54.1945613, 56.2652515);(49.1242266, 55.7823547);Russia;;Udmurt;Russia;Kazan';Tatarstan
13493;Коряжма;Печора;2.2666666666666666;train;61.3151659;47.1607626;65.12825625;57.13823141;43458.0;39629.0;(47.1607626, 61.3151659);(57.13823141, 65.12825625);Russia;;Arkhangelsk;Russia;Pechora;Komi
13494;Кыштым;Янаул;1.2;train;55.723192;60.36710483;56.27076;54.931702;26988.0;38950.0;(60.36710483, 55.723192);(54.931702, 56.27076);;;;Russia;;Bashkortostan
13495;Тимашёвск;Краснодар;2.0;train;45.6123531;38.9504299;45.0352566;38.9764814;34926.0;51400.0;(38.9504299, 45.6123531);(38.9764814, 45.0352566);Russia;Timashevskiy;Krasnodar;Russia;Krasnodar;Krasnodar
13496;Канаш;Йошкар-Ола;1.6666666666666667;train;55.5148161;47.49863072;56.6328248;47.8972462;248688.0;45608.0;(47.49863072, 55.5148161);(47.8972462, 56.6328248);Russia;;Chuvash;Russia;Joshkar-Ola;Mari El
13497;Волгоград;Рязань;1.6333333333333333;train;48.64820995;44.3857638;54.6295687;39.7425039;525062.0;1021244.0;(44.3857638, 48.64820995);(39.7425039, 54.6295687);Russia;Volgograd;Volgograd;Russia;Ryazan';Ryazan
13498;Саратов;Харабали;2.3;train;51.530018;46.034683;47.4083742;47.2538899;18209.0;12846.0;(46.034683, 51.530018);(47.2538899, 47.4083742);Russia;Saratovskiy;Saratov;Russia;Kharabalinskiy;Astrakhan
13499;Лиски;Анапа;1.9666666666666663;train;50.982079;39.496941;44.894272;37.316887;58983.0;55864.0;(39.496941, 50.982079);(37.316887, 44.894272);Russia;Liski;Voronezh;Russia;Anapskiy;Krasnodar
13500;Сердобск;Канаш;0.9666666666666668;train;52.461506;44.213924;55.5148161;47.49863072;45608.0;35393.0;(44.213924, 52.461506);(47.49863072, 55.5148161);Russia;;Penza;Russia;;Chuvash
13501;Миллерово;Самара;1.7666666666666666;train;48.9196264;40.391854;53.198627;50.113987;1164900.0;36493.0;(40.391854, 48.9196264);(50.113987, 53.198627);Russia;Millerovskiy;Rostov;Russia;Samara;Samara
13502;Пятигорск;Петров Вал;2.1666666666666665;train;44.039775;43.0706669;50.139622;45.2141;13264.0;142397.0;(43.0706669, 44.039775);(45.2141, 50.139622);Russia;;Stavropol;Russia;Kamyshinsky District;Volgograd
13503;Янаул;Кыштым;1.4;train;56.27076;54.931702;55.723192;60.36710483;38950.0;26988.0;(54.931702, 56.27076);(60.36710483, 55.723192);Russia;;Bashkortostan;;;
13504;Нижневартовск;Бугуруслан;1.0;train;60.9339411;76.5814274;53.6208;52.417;52249.0;251860.0;(76.5814274, 60.9339411);(52.417, 53.6208);Russia;;Khanty-Mansi;Russia;Buguruslan;Orenburg
13505;Могоча;Благовещенск;1.8666666666666667;train;53.7335417;119.7648554;50.290527;127.527161;214397.0;13228.0;(119.7648554, 53.7335417);(127.527161, 50.290527);Russia;Mogochinsky District;Zabaykalsky;Russia;Blagoveshchenskiy;Amur
13506;Абдулино;Минеральные Воды;2.2666666666666666;train;53.6828;53.655701;44.2107377;43.134969;76715.0;20663.0;(53.655701, 53.6828);(43.134969, 44.2107377);Russia;;Orenburg;Russia;;Stavropol
13507;Махачкала;Тверь;2.2666666666666666;train;42.9830241;47.5048717;56.858675;35.9208284;403726.0;577990.0;(47.5048717, 42.9830241);(35.9208284, 56.858675);Russia;Makhachkala;Dagestan;Russia;Tver';Tver
13508;Байкальск;Ангарск;1.5333333333333334;train;51.522598;104.149071;52.5311117;103.8826109;233765.0;13589.0;(104.149071, 51.522598);(103.8826109, 52.5311117);Russia;Slyudyansky District;Irkutsk;Russia;Angarskiy;Irkutsk
13509;Пермь;Бабаево;2.2333333333333334;train;58.014965;56.246723;59.3969942;35.940425;12074.0;1000679.0;(56.246723, 58.014965);(35.940425, 59.3969942);Russia;Perm';Perm;Russia;Babaevskiy;Vologda
13510;Златоуст;Грязи;2.033333333333333;train;55.03463945;59.52926943;52.49612;39.955162;46798.0;174985.0;(59.52926943, 55.03463945);(39.955162, 52.49612);;;;Russia;;Lipetsk
13511;Усть-Кут;Таксимо;1.2666666666666666;train;56.7803671;105.7464937;56.355515;114.837982;8114.0;45061.0;(105.7464937, 56.7803671);(114.837982, 56.355515);Russia;Ust-Kutsky District;Irkutsk;Russia;Muyskiy;Buryat
13512;Новосибирск;Искитим;1.1666666666666667;train;55.0282171;82.9234509;54.61506035;83.29727587;60072.0;30250.0;(82.9234509, 55.0282171);(83.29727587, 54.61506035);Russia;Novosibirsk;Novosibirsk;Russia;Iskitimskiy;Novosibirsk
13513;Нижний Новгород;Шуя;1.2333333333333334;train;56.328571;44.003506;56.844101;41.379601;58528.0;1250615.0;(44.003506, 56.328571);(41.379601, 56.844101);Russia;Nizhniy Novgorod;Nizhny Novgorod;Russia;;Ivanovo
13514;Владивосток;Завитинск;1.0;train;43.1150678;131.8855768;50.111154;129.4402341;11481.0;592069.0;(131.8855768, 43.1150678);(129.4402341, 50.111154);Russia;Vladivostokskiy;Primorsky;Russia;Zavitinskiy;Amur
13515;Кореновск;Сальск;2.1;train;45.4635863;39.4487565;46.476669;41.541008;61312.0;41179.0;(39.4487565, 45.4635863);(41.541008, 46.476669);Russia;;Krasnodar;Russia;Sal'skiy;Rostov
13516;Пенза;Коряжма;1.2;train;53.200001;45.0;61.3151659;47.1607626;39629.0;519592.0;(45.0, 53.200001);(47.1607626, 61.3151659);Russia;Penza;Penza;Russia;;Arkhangelsk
13517;Чулым;Омск;1.5;train;55.09;80.970459;54.991375;73.371529;25905.0;11964.0;(80.970459, 55.09);(73.371529, 54.991375);Russia;;Novosibirsk;Russia;Omsk;Omsk
13518;Москва;Тайшет;0.9333333333333332;train;55.4792046;37.3273304;55.9385304;98.0196711;8981.0;11514330.0;(37.3273304, 55.4792046);(98.0196711, 55.9385304);Russia;Podolsky;Moscow City;Russia;;Irkutsk
13519;Буй;Котельнич;2.2;train;58.4781;41.5166;58.3053524;48.3372596;24979.0;24011.0;(41.5166, 58.4781);(48.3372596, 58.3053524);Russia;Buyskiy;Kostroma;Russia;Kotel'nich;Kirov
13520;Коряжма;Киров;2.2;train;61.3151659;47.1607626;58.6035257;49.6639029;31888.0;39629.0;(47.1607626, 61.3151659);(49.6639029, 58.6035257);Russia;;Arkhangelsk;Russia;Kirov;Kirov
13521;Лиски;Грязи;1.4666666666666666;train;50.982079;39.496941;52.49612;39.955162;46798.0;55864.0;(39.496941, 50.982079);(39.955162, 52.49612);Russia;Liski;Voronezh;Russia;;Lipetsk
13522;Анапа;Петров Вал;1.0666666666666669;train;44.894272;37.316887;50.139622;45.2141;13264.0;58983.0;(37.316887, 44.894272);(45.2141, 50.139622);Russia;Anapskiy;Krasnodar;Russia;Kamyshinsky District;Volgograd
13523;Нальчик;Шахты;1.6333333333333333;train;43.4883695;43.61056019;47.7119167;40.2115699;240152.0;240095.0;(43.61056019, 43.4883695);(40.2115699, 47.7119167);Russia;Nal'chik;Kabardino-Balkar;Russia;Shakhty;Rostov
13524;Миасс;Новый Уренгой;1.0333333333333334;train;55.065304;60.108337;66.085196;76.6799167;104144.0;151812.0;(60.108337, 55.065304);(76.6799167, 66.085196);Russia;Miass;Chelyabinsk;Russia;Nadymskiy;Yamalo-Nenets
13525;Рязань;Тимашёвск;2.3;train;54.6295687;39.7425039;45.6123531;38.9504299;51400.0;525062.0;(39.7425039, 54.6295687);(38.9504299, 45.6123531);Russia;Ryazan';Ryazan;Russia;Timashevskiy;Krasnodar
13526;Вологда;Инта;1.1333333333333333;train;59.218876;39.893276;66.039749;60.13158;32021.0;301642.0;(39.893276, 59.218876);(60.13158, 66.039749);Russia;Vologodskiy;Vologda;Russia;Inta;Komi
13527;Губкин;Челябинск;1.3333333333333333;train;51.283714;37.53466;55.1598408;61.4025547;31916.0;88562.0;(37.53466, 51.283714);(61.4025547, 55.1598408);Russia;Gubkinskiy;Belgorod;Russia;Chelyabinsk;Chelyabinsk
13528;Новороссийск;Санкт-Петербург;1.3333333333333333;train;44.7239578;37.7690711;59.929689;30.361791;4848742.0;241788.0;(37.7690711, 44.7239578);(30.361791, 59.929689);Russia;;Krasnodar;Russia;;Saint Petersburg
13529;Белореченск;Вологда;1.4;train;44.7614149;39.8712943;59.218876;39.893276;301642.0;53891.0;(39.8712943, 44.7614149);(39.893276, 59.218876);Russia;Belorechenskiy;Krasnodar;Russia;Vologodskiy;Vologda
13530;Адлер;Майский;1.2;train;43.4253834;39.9237036;43.62865135;44.05599249;26755.0;109539.0;(39.9237036, 43.4253834);(44.05599249, 43.62865135);Russia;Sochi;Krasnodar;Russia;Mayskiy;Kabardino-Balkar
13531;Агрыз;Каменск-Уральский;2.066666666666667;train;56.5254597;52.9972512;56.415451;61.917797;174710.0;19299.0;(52.9972512, 56.5254597);(61.917797, 56.415451);Russia;Agryzsky District;Tatarstan;Russia;Kamensk-Ural'skiy;Sverdlovsk
13532;Альметьевск;Ульяновск;2.3;train;54.9005008;52.2963777;54.1463177;47.2324921;17149.0;146309.0;(52.2963777, 54.9005008);(47.2324921, 54.1463177);Russia;Al'met'evskiy;Tatarstan;;;
13533;Сасово;Бугульма;1.1666666666666667;train;54.35392;41.926643;54.5384152;52.7955953;89144.0;28117.0;(41.926643, 54.35392);(52.7955953, 54.5384152);Russia;Sasovo;Ryazan;Russia;Bugul'minskiy;Tatarstan
13534;Называевск;Ноябрьск;1.7333333333333334;train;55.564896;71.349365;63.2002917;75.4475807;110572.0;12119.0;(71.349365, 55.564896);(75.4475807, 63.2002917);Russia;;Omsk;Russia;Purovskiy;Yamalo-Nenets
13535;Вологда;Лабытнанги;1.2;train;59.218876;39.893276;66.6596392;66.3861831;26948.0;301642.0;(39.893276, 59.218876);(66.3861831, 66.6596392);Russia;Vologodskiy;Vologda;Russia;Labytnangi;Yamalo-Nenets
13536;Кувандык;Нижневартовск;1.9666666666666663;train;51.478756;57.350796;60.9339411;76.5814274;251860.0;26176.0;(57.350796, 51.478756);(76.5814274, 60.9339411);Russia;;Orenburg;Russia;;Khanty-Mansi
13537;Буй;Череповец;1.9333333333333331;train;58.4781;41.5166;59.128696;37.916389;312311.0;24011.0;(41.5166, 58.4781);(37.916389, 59.128696);Russia;Buyskiy;Kostroma;Russia;Cherepovec;Vologda
13538;Челябинск;Вихоревка;2.3;train;55.1598408;61.4025547;56.124722;101.171951;22528.0;31916.0;(61.4025547, 55.1598408);(101.171951, 56.124722);Russia;Chelyabinsk;Chelyabinsk;Russia;Bratsky District;Irkutsk
13539;Волхов;Омск;2.1;train;59.9275868;32.3276803;54.991375;73.371529;25905.0;47344.0;(32.3276803, 59.9275868);(73.371529, 54.991375);Russia;;Leningrad;Russia;Omsk;Omsk
13540;Слюдянка;Канск;1.4333333333333331;train;55.5135771;109.2047775;56.205997;95.706787;94230.0;18542.0;(109.2047775, 55.5135771);(95.706787, 56.205997);Russia;Severobaykal'sk;Buryat;Russia;Kansk;Krasnoyarsk
13541;Котлас;Сыктывкар;0.9666666666666668;train;61.252151;46.647629;61.6685237;50.8352024;235006.0;60562.0;(46.647629, 61.252151);(50.8352024, 61.6685237);Russia;;Arkhangelsk;Russia;Syktyvkar;Komi
13542;Жердевка;Новоаннинский;1.9;train;51.843933;41.470367;50.529675;42.667362;17911.0;15211.0;(41.470367, 51.843933);(42.667362, 50.529675);Russia;Zherdevskiy;Tambov;Russia;;Volgograd
13543;Бикин;Лесозаводск;2.2;train;46.819363;134.254822;45.4747744;133.4182158;36975.0;17156.0;(134.254822, 46.819363);(133.4182158, 45.4747744);Russia;Bikinskiy;Khabarovsk;Russia;;Primorsky
13544;Краснодар;Рузаевка;1.2;train;45.0352566;38.9764814;54.058735;44.954391;47529.0;34926.0;(38.9764814, 45.0352566);(44.954391, 54.058735);Russia;Krasnodar;Krasnodar;Russia;;Mordovia
13545;Шарья;Екатеринбург;2.1666666666666665;train;58.37257;45.519306;56.839104;60.60825;1377738.0;23668.0;(45.519306, 58.37257);(60.60825, 56.839104);Russia;Shar'ja;Kostroma;Russia;Ekaterinburg;Sverdlovsk
13546;Пыть-Ях;Пенза;1.2;train;60.755116;72.839981;53.200001;45.0;519592.0;41453.0;(72.839981, 60.755116);(45.0, 53.200001);Russia;Nefteyuganskiy;Khanty-Mansi;Russia;Penza;Penza
13547;Самара;Ртищево;1.7666666666666666;train;53.198627;50.113987;52.259884;43.787853;41295.0;1164900.0;(50.113987, 53.198627);(43.787853, 52.259884);Russia;Samara;Samara;Russia;;Saratov
13548;Славгород;Заводоуковск;1.2333333333333334;train;52.983333;78.666667;56.509293;66.539261;25657.0;30370.0;(78.666667, 52.983333);(66.539261, 56.509293);Russia;;Altai;Russia;;Tyumen
